時刻,窓温度_℃,窓湿度_%,窓気圧_hPa,窓照度_lux,室内温度_℃,室内湿度_%,室内照度_level,label
,,,,,,,,"全開0, 全閉100"
2025/9/24 13:54,31.18,30.47,1010.92,16646.67,24.7,51,5,KeyRefreshFail
2025/9/24 13:59,30.76,31.56,1010.85,9020.83,24.7,51,4,KeyRefreshFail
2025/9/24 14:04,31.37,29.79,1010.89,8380.83,24.7,51,1,KeyRefreshFail
2025/9/24 14:09,33.59,27.15,1010.92,23786.67,24.5,51,2,KeyRefreshFail
2025/9/24 14:14,34.69,25.64,1010.84,24997.5,24.5,51,2,KeyRefreshFail
2025/9/24 14:19,35.1,25.42,1010.77,25502.5,24.5,51,2,KeyRefreshFail
2025/9/24 14:24,35.3,25.32,1010.77,24965.83,24.7,51,3,KeyRefreshFail
2025/9/24 14:29,34.38,26.1,1010.77,24602.5,24.9,51,3,KeyRefreshFail
2025/9/24 14:34,34.84,26.16,1010.69,24752.5,24.7,51,3,KeyRefreshFail
2025/9/24 14:39,35.09,26.81,1010.71,24844.17,24.7,51,3,KeyRefreshFail
2025/9/24 14:45,35.63,25.83,1010.7,24960,24.9,53,4,KeyRefreshFail
2025/9/24 15:03,34.94,25.97,1010.57,25811.67,25.1,50,4,KeyRefreshFail
2025/9/24 15:09,34.71,26.42,1010.74,25381.67,24.9,51,4,KeyRefreshFail
2025/9/24 15:14,34.63,25.92,1010.73,24318.33,25.1,51,4,KeyRefreshFail
2025/9/24 15:19,33.21,25.98,1010.69,20796.67,24.9,48,3,KeyRefreshFail
2025/9/24 15:24,34.23,24.39,1010.71,24579.17,24.7,48,3,KeyRefreshFail
2025/9/24 15:29,33.17,25.16,1010.68,18623.33,24.7,48,5,KeyRefreshFail
2025/9/24 15:30,33,25.9,1010.72,18107.5,24.7,48,5,KeyRefreshFail
2025/9/24 15:35,33.42,25.89,1010.62,20407.5,24.7,48,5,KeyRefreshFail
2025/9/24 15:40,31.73,28.08,1010.68,10946.67,24.7,48,5,KeyRefreshFail
2025/9/24 15:45,29.75,32.11,1010.74,3183.33,24.7,48,5,KeyRefreshFail
2025/9/24 15:50,30.13,31.11,1010.7,7440.83,24.7,50,5,KeyRefreshFail
2025/9/24 15:55,30.34,31.06,1010.67,7380.83,24.7,50,5,KeyRefreshFail
2025/9/24 16:00,29.52,32.37,1010.65,5014.17,24.7,50,4,KeyRefreshFail
2025/9/24 16:05,29.52,33.09,1010.79,5771.67,24.7,50,4,KeyRefreshFail
2025/9/24 16:10,29.12,33.2,1010.88,5260,24.7,50,5,0
2025/9/24 16:15,29.3,32.02,1010.88,6767.5,24.5,50,5,0
2025/9/24 16:20,28.39,34.88,1010.83,3997.5,24.5,50,4,50
2025/9/24 16:26,28.37,34.26,1010.83,6328.33,24.5,50,4,50
2025/9/24 16:31,27.98,34.39,1010.79,3937.5,24.3,50,5,50
2025/9/24 16:36,27.31,36.45,1010.87,3221.67,24.1,50,4,50
2025/9/24 16:41,27.5,36.81,1010.9,3622.5,24.1,50,4,50
2025/9/24 16:46,27.06,37.46,1010.98,3369.17,23.9,51,4,50
2025/9/24 16:51,27.02,37.15,1010.97,4144.17,23.9,51,4,50
2025/9/24 16:56,27.63,38.77,1010.94,3073.33,24.1,52,4,50
2025/9/24 17:01,27.79,39.45,1010.98,2580.83,24.3,53,4,50
2025/9/24 17:06,27.12,40.32,1011.07,1947.5,24.5,53,5,50
2025/9/24 17:11,27.28,40.7,1011.13,1538.33,24.5,53,5,0
2025/9/24 17:16,27.42,40.86,1011.16,985.83,24.9,53,5,0
2025/9/24 17:21,27.32,42.04,1011.22,645,25.3,53,5,0
2025/9/24 17:23,27.31,41.43,1011.24,586.67,25.3,53,5,0
2025/9/24 17:28,27.11,41.78,1011.37,358.33,25.3,53,5,50
2025/9/24 17:33,27,42.59,1011.36,200,25.7,53,5,0
2025/9/24 17:38,26.89,43.29,1011.42,69.17,25.7,53,5,0
2025/9/24 17:43,26.79,43.8,1011.41,39.17,25.9,53,5,0
2025/9/24 17:48,26.69,44.39,1011.44,16.67,25.9,53,5,0
2025/9/24 17:51,26.66,44.87,1011.53,10.83,26.1,53,5,0
2025/9/24 17:56,26.55,45.24,1011.58,3.33,26.1,53,5,0
2025/9/24 18:01,26.21,44.86,1011.61,2.5,26.1,53,5,0
2025/9/24 18:06,25.84,44.01,1011.63,1.67,25.9,51,5,0
2025/9/24 18:11,25.2,42.64,1011.68,0.83,25.5,50,5,0
2025/9/24 18:16,24.94,41.04,1011.68,0.83,25.1,48,5,0
2025/9/24 18:21,24.6,38.78,1011.69,0.83,25.1,48,5,0
2025/9/24 18:31,25.25,41.41,1011.77,0.83,24.8,48,5,0
2025/9/24 18:36,24.98,45.05,1011.78,0.83,25.1,51,5,0
2025/9/24 18:41,25.01,46.96,1011.93,0.83,25.3,52,5,0
2025/9/24 18:46,25.15,47.59,1011.93,0.83,25.3,52,5,0
2025/9/24 18:52,25.23,47.43,1011.95,0.83,25.7,53,5,0
2025/9/24 18:57,25.32,47.78,1012.06,0.83,25.7,53,5,0
2025/9/24 19:02,25.36,47.99,1012.08,0.83,25.9,53,5,0
2025/9/24 19:07,25.48,47.97,1012.16,0.83,26.1,53,5,0
2025/9/24 19:12,25.84,47.87,1012.28,0.83,26.3,53,5,0
2025/9/24 19:17,25.82,46.99,1012.25,0.83,26.3,53,5,0
2025/9/24 19:22,25.12,49.17,1012.38,0.83,26.1,52,5,0
2025/9/24 19:27,25.35,49.54,1012.34,0.83,25.9,53,5,0
2025/9/24 19:32,25.5,48.55,1012.41,0.83,25.9,53,5,0
2025/9/24 19:37,25.49,48.7,1012.55,0.83,26.1,54,5,0
2025/9/24 19:42,25.54,48.05,1012.52,0.83,26.3,53,5,0
2025/9/24 19:47,25.58,48.43,1012.7,0.83,26.3,53,5,0
2025/9/24 19:52,25.64,48.63,1012.8,0.83,26.5,53,5,0
2025/9/24 19:57,25.7,48.44,1012.87,0.83,26.5,53,5,0
2025/9/24 20:02,25.77,48.48,1012.9,0.83,26.7,53,5,0
2025/9/24 20:07,25.22,47.79,1012.81,0.83,26.7,53,5,0
2025/9/24 20:12,24.61,48.14,1012.86,0.83,26,52,5,0
2025/9/24 20:17,23.93,45.84,1012.81,0.83,25.7,50,5,0
2025/9/24 20:22,23.55,44.95,1012.82,0.83,25.3,50,5,0
2025/9/24 20:27,23.58,44.57,1012.76,0.83,24.9,49,5,0
2025/9/24 20:32,23.29,43.07,1012.73,0.83,24.7,50,5,0
2025/9/24 20:37,23.51,45.49,1012.88,0.83,24.3,49,5,0
2025/9/24 20:42,23.89,48.81,1012.91,0.83,24.3,51,5,0
2025/9/24 20:47,24.14,50.47,1012.88,0.83,24.6,54,5,KeyRefreshFail
2025/9/24 20:52,24.34,50.41,1012.81,0.83,24.6,54,5,KeyRefreshFail
2025/9/24 20:57,24.4,50.42,1012.86,0.83,25.2,54,5,KeyRefreshFail
2025/9/24 21:02,24.6,49.88,1012.82,0.83,25.2,54,5,KeyRefreshFail
2025/9/25 11:57,28.84,40.95,1008.03,0.83,25.5,55,5,KeyRefreshFail
2025/9/25 12:02,29.44,39.33,1007.92,9659.17,25.9,54,5,KeyRefreshFail
2025/9/25 12:07,29.27,39.45,1007.76,9118.33,25.9,54,5,KeyRefreshFail
2025/9/25 12:12,29.26,39.74,1007.54,9490.83,26.1,54,5,KeyRefreshFail
2025/9/25 12:17,29.8,38.98,1007.47,7053.33,26.3,54,5,KeyRefreshFail
2025/9/25 12:22,29.99,38.46,1007.48,10676.67,26.5,54,5,KeyRefreshFail
2025/9/25 12:27,29.48,38.92,1007.52,10428.33,26.7,53,5,KeyRefreshFail
2025/9/25 12:32,29.23,39.02,1007.53,6648.33,26.3,53,5,KeyRefreshFail
2025/9/25 12:38,28.59,36.38,1007.51,9821.67,26,52,5,KeyRefreshFail
2025/9/25 12:43,28.72,34.86,1007.34,9312.5,25.4,50,5,KeyRefreshFail
2025/9/25 12:48,30.23,30.21,1007.25,18084.17,25.2,50,5,KeyRefreshFail
2025/9/25 12:53,31.11,28.04,1007.2,18647.5,24.8,48,5,KeyRefreshFail
2025/9/25 12:58,30.75,28.25,1007.1,18902.5,24.4,48,5,KeyRefreshFail
2025/9/25 13:03,32.37,26.24,1007.19,13873.33,24.4,48,5,KeyRefreshFail
2025/9/25 13:08,33.65,27.69,1007.13,21860.83,24.3,52,5,KeyRefreshFail
2025/9/25 13:13,34.26,28.86,1006.92,18793.33,24.3,52,5,KeyRefreshFail
2025/9/25 13:18,33.91,30.2,1006.93,15867.5,24.7,54,5,KeyRefreshFail
2025/9/25 13:23,35.21,27.94,1006.94,21804.17,25.1,55,5,KeyRefreshFail
2025/9/25 13:29,33.23,31.3,1006.89,17705,25.5,54,5,KeyRefreshFail
2025/9/25 13:34,31.9,33.77,1006.8,12991.67,25.5,54,5,KeyRefreshFail
2025/9/25 13:39,30.71,36.65,1006.79,9070,25.9,54,5,KeyRefreshFail
2025/9/25 13:44,31.5,34.87,1006.99,7044.17,26.1,54,5,KeyRefreshFail
2025/9/25 13:49,32.33,33.66,1006.78,9410.83,26.1,54,5,KeyRefreshFail
2025/9/25 13:54,30.3,36.53,1006.7,14004.17,26.3,53,5,KeyRefreshFail
2025/9/25 13:59,31.63,35.04,1006.74,8385.83,25.9,54,5,KeyRefreshFail
2025/9/25 14:04,35.07,29.94,1006.74,10903.33,25.9,54,5,KeyRefreshFail
2025/9/25 14:09,34.38,31.07,1006.74,23439.17,26.3,54,5,KeyRefreshFail
2025/9/25 14:14,37.5,26.11,1006.8,13407.5,26.7,54,5,KeyRefreshFail
2025/9/25 14:19,37.3,26.17,1006.86,25586.67,26.7,54,5,KeyRefreshFail
2025/9/25 14:25,35.22,27.67,1006.73,26471.67,26.6,51,5,KeyRefreshFail
2025/9/25 14:30,34.48,26.55,1006.63,26359.17,26.2,52,5,KeyRefreshFail
2025/9/25 14:35,34.35,25.53,1006.56,25434.17,25.9,50,5,KeyRefreshFail
2025/9/25 14:40,30.5,30.64,1006.63,25839.17,25.5,48,5,KeyRefreshFail
2025/9/25 14:45,33.47,26.32,1006.63,16155.83,25.3,48,5,KeyRefreshFail
2025/9/25 14:50,32.56,27.16,1006.71,28224.17,25.3,48,5,KeyRefreshFail
2025/9/25 14:55,29.86,29.89,1006.57,26731.67,25.1,48,5,KeyRefreshFail
2025/9/25 15:00,29.57,31.41,1006.65,8513.33,24.9,47,5,KeyRefreshFail
2025/9/25 15:05,33.2,26.88,1006.79,9627.5,24.8,49,5,KeyRefreshFail
2025/9/25 15:10,30.74,30.79,1006.89,30172.5,24.8,49,5,KeyRefreshFail
2025/9/25 15:15,33.56,26.14,1006.81,28799.17,24.8,49,5,KeyRefreshFail
2025/9/25 15:20,33.21,26.67,1006.78,28623.33,24.8,49,5,KeyRefreshFail
2025/9/25 15:26,33.21,27.89,1006.84,27583.33,24.8,49,5,KeyRefreshFail
2025/9/25 15:31,34.33,28.18,1006.73,27480,25,51,5,KeyRefreshFail
2025/9/25 15:36,34.06,30.14,1006.78,15885.83,25.4,53,5,KeyRefreshFail
2025/9/25 15:41,34.02,30.26,1006.65,26090,25.8,53,6,KeyRefreshFail
2025/9/25 15:46,32.66,32.59,1006.83,16817.5,26.2,53,6,KeyRefreshFail
2025/9/25 15:51,34.18,30.97,1006.71,9675.83,26.6,53,6,KeyRefreshFail
2025/9/25 15:56,31.51,35.25,1006.85,8204.17,26.6,53,6,KeyRefreshFail
2025/9/25 16:01,31.34,36.19,1006.94,4210,26.8,53,6,KeyRefreshFail
2025/9/25 16:06,31.3,36.66,1006.89,4500.83,26.8,53,6,KeyRefreshFail
2025/9/25 16:12,31.1,37.02,1006.91,4117.5,27,53,6,KeyRefreshFail
2025/9/25 16:17,29.1,38.48,1006.69,4186.67,27,53,6,KeyRefreshFail
2025/9/25 16:22,28.14,38.29,1006.8,2690,26.2,52,6,KeyRefreshFail
2025/9/25 16:27,26.47,38.9,1006.79,2105,25.7,49,6,KeyRefreshFail
2025/9/25 16:32,26.13,37.85,1006.86,1617.5,25.3,49,6,KeyRefreshFail
2025/9/25 16:37,25.52,37.76,1006.79,1354.17,24.9,48,6,KeyRefreshFail
2025/9/25 16:42,25.6,37.73,1006.89,884.17,24.5,48,6,KeyRefreshFail
2025/9/25 16:47,25.72,41.75,1006.67,845.83,24.5,48,6,KeyRefreshFail
2025/9/25 16:52,26.03,45.59,1006.67,717.5,24.5,52,6,KeyRefreshFail
2025/9/25 16:57,26.26,46.5,1006.64,535.83,24.8,54,6,KeyRefreshFail
2025/9/25 17:03,26.53,46.41,1006.65,414.17,25.1,56,6,KeyRefreshFail
2025/9/25 17:08,26.75,45.95,1006.68,359.17,25.5,55,6,KeyRefreshFail
2025/9/25 17:13,26.85,45.75,1006.72,286.67,25.5,55,6,KeyRefreshFail
2025/9/25 17:18,26.88,46.09,1006.76,162.5,25.9,55,6,KeyRefreshFail
2025/9/25 17:23,26.74,46.09,1006.85,104.17,25.9,55,6,KeyRefreshFail
2025/9/25 17:28,26.71,46.07,1006.77,100,26.1,55,6,KeyRefreshFail
2025/9/25 17:33,26.66,46.19,1006.89,51.67,26.1,55,6,KeyRefreshFail
2025/9/25 17:38,26.65,47.09,1006.88,25.83,26.3,55,6,KeyRefreshFail
2025/9/25 17:43,26.65,47.03,1006.87,9.17,26.5,54,6,KeyRefreshFail
2025/9/25 17:48,26.63,47.3,1006.87,4.17,26.5,54,6,KeyRefreshFail
2025/9/25 17:54,26.61,47.3,1006.9,1.67,26.5,54,6,KeyRefreshFail
2025/9/25 17:59,26.12,46.72,1006.94,0.83,26.7,54,6,KeyRefreshFail
2025/9/25 18:04,26.04,47.75,1007.06,0.83,26.3,54,6,KeyRefreshFail
2025/9/25 18:09,25.64,44.2,1007.01,0.83,26,51,6,KeyRefreshFail
2025/9/25 18:14,25.15,42.14,1006.97,0.83,25.6,50,6,KeyRefreshFail
2025/9/25 18:19,25.04,40.61,1007.07,0.83,25.4,48,6,KeyRefreshFail
2025/9/25 18:24,24.95,39.3,1007.18,0.83,25.4,48,6,KeyRefreshFail
2025/9/25 18:29,24.97,38.44,1007.24,0.83,25.2,47,6,KeyRefreshFail
2025/9/25 18:34,25.42,40.96,1007.32,0.83,25.2,47,6,KeyRefreshFail
2025/9/25 18:39,25.58,43.04,1007.3,0.83,25.1,49,6,KeyRefreshFail
2025/9/25 18:44,25.61,44.79,1007.45,0.83,25.4,52,6,KeyRefreshFail
2025/9/25 18:49,25.68,46.23,1007.35,0.83,25.4,52,6,KeyRefreshFail
2025/9/25 18:54,25.73,46.57,1007.24,0.83,25.6,53,6,KeyRefreshFail
2025/9/25 18:59,25.77,46.92,1007.31,0.83,25.8,53,6,KeyRefreshFail
2025/9/25 19:04,25.83,47.2,1007.39,0.83,26,53,6,KeyRefreshFail
2025/9/25 19:10,25.85,47.04,1007.53,0.83,26,53,6,KeyRefreshFail
2025/9/25 19:15,25.87,47.32,1007.49,0.83,26.2,53,6,KeyRefreshFail
2025/9/25 19:20,25.88,47.41,1007.63,0.83,26.2,53,6,KeyRefreshFail
2025/9/25 19:25,25.84,46.71,1007.6,0.83,26.4,53,6,KeyRefreshFail
2025/9/25 19:30,25.5,48.72,1007.52,0.83,26.1,54,6,KeyRefreshFail
2025/9/25 19:35,25.66,48.8,1007.51,0.83,26.1,54,6,KeyRefreshFail
2025/9/25 19:40,25.77,48.24,1007.74,0.83,26.1,54,6,KeyRefreshFail
2025/9/25 19:45,25.8,48.26,1007.68,0.83,26.3,54,6,KeyRefreshFail
2025/9/25 19:50,25.85,48.54,1007.62,0.83,26.5,54,6,KeyRefreshFail
2025/9/25 19:55,25.87,48.42,1007.6,0.83,26.5,54,6,KeyRefreshFail
2025/9/25 20:00,25.8,47.94,1007.46,0.83,26.7,54,6,KeyRefreshFail
2025/9/25 20:05,25.09,48.48,1007.35,0.83,26.3,52,6,KeyRefreshFail
2025/9/25 20:10,24.58,46.45,1007.39,0.83,25.9,54,6,KeyRefreshFail
2025/9/25 20:16,23.88,44.87,1007.37,0.83,25.2,50,6,KeyRefreshFail
2025/9/25 20:21,23.79,44.11,1007.4,0.83,24.8,50,6,KeyRefreshFail
2025/9/25 20:26,23.44,44.16,1007.42,0.83,24.4,49,6,KeyRefreshFail
2025/9/25 20:31,23.44,44.01,1007.36,0.83,24.4,49,6,KeyRefreshFail
2025/9/25 20:36,23.57,46.88,1007.41,0.83,24.2,50,6,KeyRefreshFail
2025/9/25 20:41,23.93,50.18,1007.45,0.83,24.3,54,6,KeyRefreshFail
2025/9/25 20:46,24.25,51.87,1007.36,0.83,24.3,54,6,KeyRefreshFail
2025/9/25 20:51,24.58,51.09,1007.28,0.83,24.7,56,6,KeyRefreshFail
2025/9/25 20:56,24.67,51.44,1007.24,0.83,25.1,56,6,KeyRefreshFail
2025/9/25 21:01,24.83,50.96,1007.27,0.83,25.1,56,6,KeyRefreshFail
2025/9/25 21:07,24.89,50.68,1007.14,0.83,25.3,56,6,KeyRefreshFail
2025/9/25 21:12,25.01,50.48,1007.08,0.83,25.5,56,6,KeyRefreshFail
2025/9/25 21:17,25.09,50.26,1007.03,0.83,25.5,56,6,KeyRefreshFail
2025/9/25 21:22,25.18,50.4,1006.93,0.83,25.7,55,6,---
2025/9/25 21:27,25.3,50.1,1006.8,0,25.9,55,1,---
2025/9/25 21:32,25.31,50.51,1006.71,0,25.9,55,1,---
2025/9/25 21:37,25.34,50.27,1006.75,0,25.9,55,1,---
2025/9/25 21:42,25.33,50.19,1006.76,0,25.9,55,1,---
2025/9/25 21:47,25.32,50.11,1006.7,0,25.9,55,1,---
2025/9/25 21:52,25.31,50.13,1006.71,0,25.9,55,1,---
2025/9/25 21:57,25.32,50.39,1006.64,0,26.1,55,2,---
2025/9/25 22:02,25.32,50.06,1006.75,0,26.1,55,2,---
2025/9/25 22:07,25.31,49.85,1006.66,0,26.1,55,2,---
2025/9/25 22:12,25.34,50.02,1006.59,0,26.1,55,2,---
2025/9/25 22:17,25.31,50.07,1006.46,0,26.1,55,2,---
2025/9/25 22:22,25.32,50.06,1006.45,0,26.1,55,2,---
2025/9/25 22:27,25.35,50.04,1006.44,0,26.1,55,2,---
2025/9/25 22:32,25.36,49.91,1006.26,0,26.3,55,2,---
2025/9/25 22:37,25.36,50.06,1006.29,0,26.3,55,2,---
2025/9/25 22:42,25.31,50.15,1006.16,0,26.3,55,2,---
2025/9/25 22:47,25.33,50.13,1006.21,0,26.3,55,2,---
2025/9/25 22:53,25.35,50.11,1006.19,0,26.3,55,2,---
2025/9/25 22:58,25.35,50.19,1006.19,0,26.3,55,2,---
2025/9/25 23:03,25.07,49.09,1006.06,0.83,26.3,55,5,---
2025/9/25 23:08,24.42,49.74,1005.88,0.83,26.2,54,5,---
2025/9/25 23:13,23.87,47.53,1005.82,0.83,25.8,53,5,---
2025/9/25 23:18,23.57,46.23,1005.93,0.83,25.2,51,5,---
2025/9/25 23:23,23.16,45.62,1005.87,0.83,24.4,50,5,---
2025/9/25 23:28,23.24,47.08,1005.72,0.83,24.4,50,5,---
2025/9/25 23:33,23.67,50.14,1005.57,0.83,24.4,52,5,---
2025/9/25 23:38,23.91,51.82,1005.75,0.83,24.5,54,5,---
2025/9/25 23:43,24.14,52.39,1005.84,0.83,24.7,55,5,---
2025/9/25 23:48,24.29,52.24,1005.86,0.83,24.9,56,5,---
2025/9/25 23:53,24.31,52.26,1005.72,0.83,25.1,56,5,---
2025/9/25 23:58,24.53,51.49,1005.68,0.83,25.3,56,5,---
2025/9/26 0:03,24.59,51.28,1005.61,0.83,25.3,56,5,---
2025/9/26 0:08,24.67,51.23,1005.64,0.83,25.5,55,5,---
2025/9/26 0:13,24.69,50.98,1005.75,0.83,25.7,55,5,---
2025/9/26 0:19,24.71,51.04,1005.83,0.83,25.7,55,5,---
2025/9/26 0:24,24.71,50.61,1005.9,0.83,25.9,55,5,---
2025/9/26 0:29,24.75,50.53,1005.87,0.83,25.9,55,5,---
2025/9/26 0:34,24.78,50.97,1005.81,0.83,26.1,54,5,---
2025/9/26 0:39,24.82,50.98,1005.81,0.83,26.1,54,5,---
2025/9/26 0:44,24.84,51,1005.79,0.83,26.3,54,5,---
2025/9/26 0:49,24.84,51,1005.77,0.83,26.3,54,5,---
2025/9/26 0:54,24.85,51.02,1005.76,0.83,26.3,54,5,---
2025/9/26 0:59,24.87,51.06,1005.6,0.83,26.5,54,5,---
2025/9/26 1:04,24.9,51.04,1005.45,0.83,26.5,54,5,---
2025/9/26 1:09,24.89,51.41,1005.35,0.83,26.5,54,5,---
2025/9/26 1:14,24.84,51.34,1005.41,0.83,26.7,53,5,---
2025/9/26 1:19,24.87,51.12,1005.4,0.83,26.7,53,5,---
2025/9/26 1:24,24.9,51.3,1005.42,0.83,26.7,53,5,---
2025/9/26 1:29,24.85,51.58,1005.42,0.83,26.7,53,5,---
2025/9/26 1:34,24.92,51.38,1005.39,0.83,26.9,53,5,---
2025/9/26 1:39,24.92,51.29,1005.2,0.83,26.9,53,5,---
2025/9/26 1:45,24.91,51.17,1005.13,0.83,26.9,53,5,---
2025/9/26 1:50,24.91,51.27,1005.13,0.83,26.9,53,5,---
2025/9/26 1:55,24.89,51.54,1005.08,0.83,26.9,53,5,---
2025/9/26 2:00,24.9,51.57,1004.96,0.83,26.9,53,5,---
2025/9/26 2:05,24.93,51.07,1004.92,0.83,26.9,53,5,---
2025/9/26 2:10,24.89,52.37,1004.85,0.83,27.1,53,5,---
2025/9/26 2:15,24.92,51.67,1004.82,0.83,27.1,53,5,---
2025/9/26 2:20,24.93,51.16,1004.84,0.83,27.1,53,5,---
2025/9/26 2:25,24.96,51.75,1004.91,0.83,27.1,53,5,---
2025/9/26 2:30,24.95,51.9,1004.92,0.83,27.1,53,5,---
2025/9/26 2:35,24.98,51.22,1004.97,0.83,27.3,53,5,---
2025/9/26 2:40,24.99,51.99,1004.83,0.83,27.3,53,5,---
2025/9/26 2:45,25.03,51.93,1004.8,0.83,27.3,53,5,---
2025/9/26 2:51,25.03,51.69,1004.73,0.83,27.3,53,5,---
2025/9/26 2:56,25.02,51.85,1004.65,0.83,27.3,53,5,---
2025/9/26 3:01,24.99,52.6,1004.66,0.83,27.3,53,5,---
2025/9/26 3:06,25.01,52.37,1004.55,0.83,27.5,53,5,---
2025/9/26 3:11,24.83,52.39,1004.67,0.83,27.5,53,5,---
2025/9/26 3:16,24.75,53.16,1004.75,0.83,27.5,53,5,---
2025/9/26 3:21,24.82,53.01,1004.75,0.83,27.5,53,5,---
2025/9/26 3:26,24.91,52.74,1004.7,0.83,27.5,53,5,---
2025/9/26 3:31,24.94,52.86,1004.74,0.83,27.5,53,5,---
2025/9/26 3:36,24.98,52.59,1004.81,0.83,27.5,53,5,---
2025/9/26 3:41,24.95,52.67,1004.82,0.83,27.7,53,5,---
2025/9/26 3:46,25.04,52.55,1004.85,0.83,27.7,53,5,---
2025/9/26 3:51,24.96,52.84,1005.03,0.83,27.7,53,5,---
2025/9/26 3:57,24.92,52.85,1004.96,0.83,27.7,53,5,---
2025/9/26 4:02,24.88,53.16,1005.09,0.83,27.7,53,5,---
2025/9/26 4:07,24.95,53.26,1005.08,0.83,27.7,53,5,---
2025/9/26 4:12,24.95,53.13,1005.03,0.83,27.7,53,5,---
2025/9/26 4:17,24.97,53.57,1005.07,0.83,27.7,53,5,---
2025/9/26 4:22,24.99,53.2,1005.01,0.83,27.7,53,5,---
2025/9/26 4:27,24.98,53.29,1005.09,0.83,27.7,53,5,---
2025/9/26 4:32,24.95,53.54,1005.15,0.83,27.9,53,5,---
2025/9/26 4:37,24.96,53.07,1005.18,0.83,27.9,53,5,---
2025/9/26 4:42,25,53.43,1005.14,0.83,27.9,53,5,---
2025/9/26 4:47,25.02,53.21,1005.09,0.83,27.9,53,5,---
2025/9/26 4:52,25.03,53.54,1004.97,0.83,27.9,53,5,---
2025/9/26 4:57,25.06,53.46,1005.07,0.83,27.9,53,5,---
2025/9/26 5:02,25.04,53.6,1004.96,0.83,27.9,53,5,---
2025/9/26 5:07,25.07,53.55,1005.06,1.67,27.9,53,5,---
2025/9/26 5:13,25.06,53.88,1005.1,2.5,28.1,53,5,---
2025/9/26 5:18,25.09,53.73,1005.1,5.83,28.1,53,5,---
2025/9/26 5:23,25.1,53.61,1005.2,12.5,28.1,53,5,---
2025/9/26 5:28,25.14,53.58,1005.17,40.83,28.1,53,5,---
2025/9/26 5:33,25.07,53.8,1005.28,79.17,28.1,53,5,---
2025/9/26 5:38,25.16,53.46,1005.23,175,28.1,53,5,---
2025/9/26 5:43,25.18,53.65,1005.18,262.5,28.1,53,5,---
2025/9/26 5:48,25.24,53.53,1005.3,427.5,28.1,53,5,---
2025/9/26 5:53,25.26,53.72,1005.25,542.5,28.1,53,5,---
2025/9/26 5:58,25.34,53.04,1005.26,708.33,28.3,53,5,---
2025/9/26 6:03,25.39,53.15,1005.27,846.67,28.3,53,5,---
2025/9/26 6:08,25.63,52.67,1005.29,1047.5,28.3,53,5,---
2025/9/26 6:13,25.7,52.52,1005.31,1202.5,28.3,53,5,---
2025/9/26 6:18,25.73,52.47,1005.42,1319.17,28.3,53,5,---
2025/9/26 6:23,25.83,51.7,1005.51,1415,28.3,53,5,---
2025/9/26 6:29,25.89,52.57,1005.47,1463.33,28.3,53,5,---
2025/9/26 6:34,26,52,1005.54,1625.83,28.3,53,5,---
2025/9/26 6:39,26.13,51.78,1005.58,1605.83,28.3,53,5,---
2025/9/26 6:44,26.2,51.45,1005.6,1922.5,28.3,53,5,---
2025/9/26 6:49,26.35,51.65,1005.54,2099.17,28.3,53,5,---
2025/9/26 6:54,26.44,51.01,1005.68,2165,28.3,53,5,---
2025/9/26 6:59,26.57,51,1005.67,2245,28.3,53,5,---
2025/9/26 7:05,26.69,50.05,1005.66,2323.33,28.3,53,5,---
2025/9/26 7:10,26.78,49.72,1005.73,2360.83,28.3,53,5,---
2025/9/26 7:16,26.8,49.47,1005.7,2076.67,28.3,53,5,---
2025/9/26 7:21,26.84,49.34,1005.68,2076.67,28.3,53,5,---
2025/9/26 7:27,26.86,49.38,1005.66,2123.33,28.3,53,5,---
2025/9/26 7:33,26.78,50.33,1005.81,1754.17,28.3,53,5,---
2025/9/26 7:39,26.77,50.11,1005.82,1654.17,28.3,53,5,---
2025/9/26 7:44,26.85,50.41,1005.97,2011.67,28.5,53,5,---
2025/9/26 7:50,26.92,49.31,1005.92,2183.33,28.5,53,5,---
2025/9/26 7:56,26.99,49.38,1005.87,2169.17,28.5,53,5,---
2025/9/26 8:01,27.07,48.86,1005.89,2204.17,28.5,53,5,---
2025/9/26 8:07,27.16,48.8,1005.8,2290,28.5,53,5,---
2025/9/26 8:12,27.22,48.72,1005.75,2307.5,28.5,53,5,---
2025/9/26 8:18,27.27,48.3,1005.79,2317.5,28.5,53,5,---
2025/9/26 8:24,27.36,48.22,1005.84,2321.67,28.5,53,5,---
2025/9/26 8:30,27.43,48.05,1005.91,2322.5,28.5,53,5,---
2025/9/26 8:35,27.55,47.91,1005.98,2324.17,28.5,53,5,---
2025/9/26 8:41,27.63,47.63,1005.86,2335,28.5,53,5,---
2025/9/26 8:47,27.72,47.33,1005.86,2350,28.5,53,5,---
2025/9/26 8:52,27.8,47.64,1005.77,2355.83,28.5,53,5,---
2025/9/26 8:58,27.91,47.02,1005.82,2347.5,28.7,52,5,---
2025/9/26 9:04,27.98,47.38,1005.85,2390.83,28.7,52,5,---
2025/9/26 9:09,28.01,46.41,1005.76,2405,28.7,52,5,---
2025/9/26 9:15,28.07,46.68,1005.62,2405.83,28.7,52,5,---
2025/9/26 9:20,28.16,46.56,1005.54,2415,28.7,52,5,---
2025/9/26 9:26,28.26,45.51,1005.53,2433.33,28.7,52,5,---
